topic_id,name,description,keywords,users,message_count,created_at,updated_at
62e29cb8-636c-47b4-848d-5b5f76cd09e1,wpForo - Forum Notifications Email Override Issue,Issue with wpForo plugin where forum notifications are sent from an unauthorized email address due to settings override.,wpForo;forum notifications;email override;unauthorized email,Manu,1,2025-12-11T21:16:57.595Z,2025-12-11T21:16:58.872Z
6477223c-8021-4426-af41-bbe281127f9f,Sparkloop Scripts Request for PoM and Tactics,"Request for Sparkloop scripts related to PoM and Tactics, possibly for integration or update purposes.",Sparkloop;scripts;PoM;Tactics;request,Asghar;Manu;Parnia,5,2025-12-11T21:40:17.5Z,2025-12-11T21:57:10.02Z
652acdd6-ce6d-406f-92e5-36e75326c6eb,Perfmatters and Gravity Forms Redirect Conflict,"Address the conflict between Perfmatters JavaScript optimization and Gravity Forms redirects, which required temporarily disabling Perfmatters. Explore solutions to tweak settings or identify specific files causing the issue.",Perfmatters;Gravity Forms;JavaScript optimization;redirect conflict,Parnia;Manu,3,2025-12-11T20:55:44.348Z,2025-12-11T20:56:01.841Z
65c8a282-4a4b-463b-9600-50f67cc81dc6,SM Pro Newsletter - Pre-Checkout Form Subscription Process,"Clarification on the subscription process for the SM Pro Newsletter, specifically regarding whether users are subscribed upon submitting the pre-checkout form or only after completing a purchase.",SM Pro;Newsletter;Pre-Checkout;Subscription;Purchase,Abdurrahman;Manu,2,2025-12-11T21:13:53.19Z,2025-12-11T21:14:11.345Z
6836dc92-6535-4c93-b469-93f874fb0e50,Email Template - Outlook Social Share Icons Issue,Minor issues with social share icons being cut off in the Outlook client app on Windows. Discussion on whether to push the fix post-launch.,email template;Outlook;social share icons;Windows;post-launch fix,Parnia,1,2025-12-11T21:32:18.72Z,2025-12-11T21:32:19.8Z
68629af6-c938-40a2-8cd5-720adaba3f3f,wpForo - Membership Access Bug,Investigate and resolve the access bug in wpForo affecting members with certain memberships. Includes video explanation for further context.,membership;permissions;update;new members;video explanation,Manu,4,2025-12-11T20:33:24.311Z,2025-12-11T22:00:40.51Z
6998af9f-6a06-4757-9429-fa0e8e6302f5,Team Member Availability Update,Updates regarding team members' availability or absence.,availability;away;absence;FYI,Manu,1,2025-12-11T22:13:37.464Z,2025-12-11T22:13:38.338Z
69d9b6ed-f00c-4880-a5f2-ead952ce847d,SM Pro - Job Dashboard Access for Deactivated Pro Users,Discussion on whether Pro users with deactivated subscriptions should retain access to the job dashboard and be able to post jobs.,SM Pro;job dashboard;access restriction;deactivated subscription;Pro users,Ali Karimi,1,2025-12-11T20:52:16.656Z,2025-12-11T20:52:17.707Z
6c17e68f-13a0-4b25-b429-fb0dbca47282,Courses Archive Pagination Implementation,"Implementation of pagination in the Courses archive, allowing configuration of courses per page and sort order via MemberPress settings.",pagination;courses archive;MemberPress;settings,Parnia;Manu,2,2025-12-11T20:54:33.196Z,2025-12-11T20:54:42.191Z
6cb648bb-afe5-4eec-95af-8406ed5f50a3,Transactional Email Template Testing on Staging,Testing the new transactional email template on the staging environment by enabling outgoing emails temporarily. Admins will receive emails about new test payments created on staging. The QA process is expected to take a couple of hours or up to one day.,transactional email;template testing;staging;QA process;outgoing emails,Asghar,1,2025-12-11T20:32:22.829Z,2025-12-11T20:32:24.213Z
6cc71f30-d10a-4527-aa6c-3bdcf101f68f,User Join Notifications,Track notifications of users joining the channel.,user join;channel membership;new member,Asghar,1,2025-12-11T21:22:34.532Z,2025-12-11T21:22:35.542Z
70f1b514-3851-462e-b6ff-6357888b82c4,Channel Membership Management - Guest Invitations,"Requests and updates related to managing channel membership, including inviting single channel guests and handling Slack Connect issues.",user left;channel membership;user joined,Julien Tricheux;Slackbot;Manu;Simone Verde;Thomas,7,2025-12-11T20:52:28.347Z,2025-12-11T22:09:57.346Z
72db645f-1896-44a5-bcbd-fdae3597b094,Stacked Marketer - Email Template Design and Optimization Discussion,"Discussion on the design, coding, and optimization of Stacked Marketer email templates, including color management and template flexibility.",design tweaks;Figma;Stacked Marketer;proposal,Julien Tricheux;Manu;Parnia,14,2025-12-11T21:15:14.418Z,2025-12-11T22:00:07.615Z
72e5d9e9-e584-4de3-8b83-b6fd1161e0e6,SM Pro - Logo Color Transformation Issue on Landing Pages,"Investigate and resolve the issue where the SM Pro logo on landing pages is being transformed into an SVG with incorrect colors, making it too dark for the background.",SM Pro;logo;SVG;color issue;landing pages,Manu,1,2025-12-11T20:30:45.06Z,2025-12-11T20:30:45.861Z
76b82346-910d-4767-b75c-a8294ee754c8,Channel Membership Management,"Tasks and requests related to managing channel membership, including adding or removing users.",user joined;channel membership;user left,abdurrahman;Ali;Manu;Slackbot;Thomas;Naghmeh,10,2025-12-11T20:48:28.415Z,2025-12-11T21:43:33.326Z
7743dab3-1b90-4cdd-b857-285a7d25547e,Meeting Rescheduling - 5:30pm Austria Time,Discussion about rescheduling today's meeting to 5:30pm Austria time instead of 5pm.,meeting reschedule;time change;Austria time,Parnia;Manu,4,2025-12-11T20:25:21.233Z,2025-12-11T20:35:55.589Z
77bd55f7-52c0-44c5-8d09-e870054fa853,AutoPub - New Bug Report October 2023,A new bug report for AutoPub has been submitted. Details are provided in the linked document for further investigation.,AutoPub;bug report;October 2023;investigation,Manu,2,2025-12-11T22:02:28.275Z,2025-12-11T22:12:15.867Z
77f026f9-06e0-40bf-8685-3d2bafa04002,Course Progress Segmentation Strategy in Campaign Monitor,"Discussion on segmenting users based on course enrollment and progress in Campaign Monitor, focusing on the limitations of filtering by specific progress values and the benefits of storing progress in a single field.",course progress;Campaign Monitor;custom field;manual update,Abdurrahman;Manu,8,2025-12-11T21:13:01.135Z,2025-12-11T21:25:41.914Z
786b5db2-9f8f-4033-a5b6-e44fa313afe8,Gravity Forms Compatibility with SparkLoop,"Resolved compatibility issue between SparkLoop and Gravity Forms version 2.8.9. Latest version still has issues, so using 2.8.9 for stability.",Gravity Plugin;SparkLoop;popup issue;update rollback,Parnia;Masoud Tahsiri;Manu,3,2025-12-11T20:47:54.86Z,2025-12-11T20:55:02.541Z
78a4a2f7-5e8d-40d3-9467-be279917d52a,Stripe Elements and Checkout Flow Enhancements,"Discussion on implementing Stripe Elements and Checkout flow enhancements, including address autofill and business checkbox visibility for all customers. Focus on improving user experience and maintaining current payment structure.",Stripe;Checkout;MemberPress;WordPress;Multi-Site;Integration;Security,Abdurrahman;Manu,6,2025-12-11T22:08:51.086Z,2025-12-11T22:11:11.361Z
78f225a1-8194-4ece-bad1-53cd6a78f34c,Litmus Account Activation for Increased Previews,"Activation of the Litmus account to allow more email previews for the month, facilitating better QA and testing processes.",Litmus;account activation;email previews;QA,Manu;Naghmeh,2,2025-12-11T21:26:40.167Z,2025-12-11T21:26:46.934Z
791b2d0f-9da9-435e-b98c-cc3aea9c0182,Production Deployment - Subscription Renewal and Updates,"Tasks related to the deployment of new features and updates to production, including Expired Subscription Renewal flow, Discounts Page, Homepage Discount section, and Sync Subscription Status to CM.",production deployment;discounts;subscription;UX;navigation,Parnia;Abdurrahman;Manu,4,2025-12-11T20:06:46.759Z,2025-12-11T21:10:18.09Z
79fff82b-c5dc-4ec3-8753-41852d05af0c,CRM Data Integration Process,"Discussion on pushing information into the CRM system, possibly involving integration processes or data handling strategies.",CRM;data integration;process;information push,Manu,1,2025-12-11T21:33:45.845Z,2025-12-11T21:33:47.105Z
7b795da0-4849-40be-9a17-d744acb6a36b,SM Pro - Library Section Development for Homepage,"Development of a new Library section on the SM Pro Homepage, including a widget to present resources bookmarked by users. This involves creating a script and endpoint for bookmarking, a user meta for storing bookmarks, and a widget for display.",SM Pro;Library section;Homepage;widget;bookmarking,Abdurrahman,1,2025-12-11T21:03:42.394Z,2025-12-11T21:03:43.518Z
7bf2167f-0c7e-4b30-ba85-e0f6e005f240,Event Update Coordination,Coordination and updates related to event scheduling and management.,event;update;coordination;scheduling,Parnia;Naghmeh,2,2025-12-11T20:36:15.686Z,2025-12-11T21:27:18.173Z
7e991451-13a8-4a07-b106-c02113873d4a,Upcoming Content Widget Display Issue,"Investigate and resolve the issue with the Upcoming Content widget not displaying all scheduled Pro content, including Pro Reports and courses. Ensure that free content does not appear in the widget as intended.",upcoming content;free content;Cloudflare restriction;video upload;course launch,Manu,3,2025-12-11T19:58:56.053Z,2025-12-11T21:39:31.669Z
807d08a3-ca64-4e3d-af11-b48edaca201b,Gutenberg Refactoring and Rebranding - Task and Hour Management,"Discussion on managing tasks and hours in the context of Gutenberg refactoring and rebranding efforts, including transferring remaining hours and evaluating task dependencies.",Gutenberg;refactoring;redesign;articles;category lists;parallel tasks,Manu;Parnia,6,2025-12-11T21:53:34.525Z,2025-12-11T21:55:46.297Z
81d4ab7f-6a86-4977-ad3e-953432176706,Refact.co Subscription Debugging,Debugging issues related to test signups and subscriptions on refact.co platform.,debugging;refact.co;subscriptions;test signups,Manu;Naghmeh;Parnia;Saeedreza;Navid;Masoud Tahsiri;Alireza;Hossein;Arin,13,2025-12-11T19:58:24.719Z,2025-12-11T21:42:26.239Z
83a2d9b3-2760-49c1-872c-bc8e3a1dc47b,Thank You Page - Survey Version Implementation for Newsletters,"Implement the survey version of the Thank You page for all three newsletters, ensuring the URL remains /thank-you as previously discussed. Scheduled for Sunday launch.",thank you page;survey data;Google Sheets;integration;offer tracking,Manu,2,2025-12-11T20:53:57.836Z,2025-12-11T21:37:57.761Z
8429f1cc-202e-4c45-8d98-4a5c11704d4b,SM Pro - Gallery Viewer for Images and Videos,"Discussion about the gallery viewer (interstitial) for images and videos on SM Pro and Single with ToC, including issues with video distortion and clarification on 'Single with ToC'.",SM Pro;gallery viewer;images;videos;interstitial;distortion;Single with ToC,Abdurrahman,1,2025-12-11T20:24:17.395Z,2025-12-11T20:24:19.056Z
85ba0947-f965-4402-9c41-899c594e8472,November Hours and Task Summary,"Summary of hours tracked and tasks completed in November, including design, development, and AutoPub updates.",November hours;task summary;design;development;AutoPub,Parnia,1,2025-12-11T22:14:45.507Z,2025-12-11T22:14:46.434Z
85bad532-63be-4342-aa9a-761279f660ca,SM Content Space - WordPress Category Management and Implementation,"Discussion and implementation strategies for managing WordPress categories, including restructuring and switching parent categories without deletion.",categories;production website;update;implementation,Manu;Ali Karimi;Abdurrahman,6,2025-12-11T20:29:24.449Z,2025-12-11T21:20:27.545Z
861c4a68-c1c9-4a91-a13c-66432c63ba85,Website Uptime Monitoring and Downtime Reports,Setting up and monitoring website uptime due to reports of frequent downtimes. Evaluating existing solutions and planning to provide feedback on website stability.,website uptime;downtime reports;monitoring solution;stability feedback,Manu,3,2025-12-11T20:07:04.115Z,2025-12-11T20:40:35.814Z
865b2de5-ace0-462d-b447-22ba2e6e81e0,SM Pro - Landing Page Video Content Strategy,"Discussion on strategies for designing landing pages and incorporating video content for SM Pro, including decisions on dynamic flows and initial implementation strategies.",SM Pro;landing page;design adaptation;content promotion;dedicated pages,Manu;Parnia,7,2025-12-11T21:08:18.957Z,2025-12-11T21:39:48.529Z
865ca2ce-8c0c-459d-83b6-b300c2fd57dc,Email Address Update for Adefy and GTM,Transitioning email access from growth@refact.co to dev@refact.co for Adefy and Google Tag Manager. Ensure dev@refact.co has the same access level as the previous account.,email update;Adefy;Google Tag Manager;growth@refact.co;dev@refact.co,Parnia;Manu,3,2025-12-11T20:57:38.997Z,2025-12-11T20:58:27.159Z
89e9835a-616a-42ed-9e71-e07848cd8505,SM Newsletter - Social Media Share Buttons Bug Fixing,"Discussion and resolution of issues related to social media share buttons on SM newsletters, including bug fixing and sharing relevant documentation and resources.",SM newsletter;share buttons;missing;social media,Parnia;Manu,5,2025-12-11T20:37:27.125Z,2025-12-11T20:38:57.358Z
8c066516-b0a7-468b-b74d-f7cf7e033609,Stacked Marketer Pro - Holiday Discounts and Offers,"Discussion about potential holiday discounts or special offers for Stacked Marketer Pro, including planning and coordination for upcoming promotions.",Stacked Marketer Pro;holiday discounts;special offers;promotions,Parnia,1,2025-12-11T22:04:36.934Z,2025-12-11T22:04:37.976Z
8c9c4640-0bb2-4990-9785-1921cd13661b,Invoice Address Update - December,"Update the billing address for the December invoice to the new address: Kurbadstraße 8/1604, A-1100 Wien.",invoice;address update;billing;December,Manu,2,2025-12-11T22:10:10.323Z,2025-12-11T22:10:18.529Z
8df0ca5d-8b36-4282-b004-24a4887ce7eb,SM Pro - Signup Error for Existing Users Without Active Subscription,Investigate the issue where existing users without an active subscription encounter errors when trying to sign up for a return offer in SM Pro. Determine if autofill or other form input methods are causing the problem and check logs for further insights.,SM Pro;signup error;existing user;no subscription;return offer,Manu,1,2025-12-11T20:01:12.512Z,2025-12-11T20:01:13.483Z
8eb95315-813b-40d7-a7d7-387457bb0424,Newsletter Content - Brain Teasers Feedback,"Feedback and discussions related to the brain teasers included in the newsletter content, focusing on reader engagement and enjoyment.",newsletter;brain teasers;feedback;reader engagement,Naghmeh,1,2025-12-11T21:19:29.861Z,2025-12-11T21:19:30.677Z
912b9b05-f705-455f-a89a-0054ee5d8307,MemberPress - Trial Period Extension and Hidden Transaction Handling,"Discussion on extending trial periods in MemberPress, including handling hidden transactions for free trials by modifying URL parameters to reveal and edit these transactions.",trial period;SM Pro;14-days trial;7-days trial;subscription,Manu;Parnia,3,2025-12-11T21:21:08.633Z,2025-12-11T22:08:29.018Z
917feafd-cde3-4ea2-9a4c-6cf63b3f8e43,ACF Update - Potential Issues Highlighted by Automattic,Discussion and potential issues related to an upcoming ACF (Advanced Custom Fields) update as highlighted by Automattic. This includes any risks or concerns that need to be addressed before implementation.,ACF;Advanced Custom Fields;update;Automattic;issues,Manu,2,2025-12-11T20:40:13.023Z,2025-12-11T20:40:24.445Z
91fd9863-a8a0-4c1c-b0d3-692fb5bd122e,Stacked Marketer - Social Media Links Request,Request for sharing Stacked Marketer's social media links in the channel for reference or further action.,Stacked Marketer;social media;links;request,Parnia;Manu,4,2025-12-11T21:05:31.172Z,2025-12-11T21:05:52.011Z
9315d4ba-90dd-40ac-a81b-f501bd54c3a6,Document Sharing - Abdurrahman's Suggestions,Sharing a document with Abdurrahman's suggestions for review and access.,document;suggestions;Abdurrahman;sharing,Parnia,1,2025-12-11T20:36:35.913Z,2025-12-11T20:36:37.253Z
9708778d-c2dd-4472-a94b-88ac21b8eeaa,Newsletter Scheduling and Update Monitoring,Managing the scheduling of newsletters and monitoring updates once they are live.,newsletter;scheduling;updates;monitoring,Manu;Abdurrahman;Parnia,5,2025-12-11T20:27:07.461Z,2025-12-11T21:30:48.88Z
981006ac-c00e-4d46-8cb1-1e0fd933e324,MonsterInsights Pro Installation for MemberPress Reporting,"Installation and testing of MonsterInsights Pro on the production website to evaluate its reporting capabilities for MemberPress, ensuring it integrates with Google Analytics without affecting frontend or backend operations.",MonsterInsights Pro;MemberPress;Google Analytics;production installation;reporting,Manu,1,2025-12-11T20:26:01.176Z,2025-12-11T20:26:02.115Z
997af21c-33b2-4cab-acf9-2fc16699d39d,Seasonal Greetings,Messages related to holiday and seasonal greetings.,new year;holiday;greetings;celebration,Manu,1,2025-12-11T21:06:18.464Z,2025-12-11T21:06:19.828Z
998a15d5-9d9f-4040-bef5-a08b98758910,UTM Content Parameter Standardization,Discussion on standardizing the use of utm_content parameters to improve tracking and personalization in user sign-up flows.,utm_content;standardization;tracking;personalization;sign-up flows,Manu;Abdurrahman,4,2025-12-11T21:09:09.457Z,2025-12-11T21:09:33.805Z
9c3b23df-e529-4b28-ae70-bdd733fb7ea1,Branding Guidelines for Charts and Graphs and Document Correction,"Develop guidelines for using brand colors in charts and graphs for 2024 content, ensuring consistency with new brand colors and enhancing visual appeal. Also includes correcting documents with incorrect color codes.",branding;guidelines;charts;graphs;brand colors,Manu;Julien Tricheux,8,2025-12-11T21:05:18.467Z,2025-12-11T21:55:14.699Z
9d092418-3ff4-44ef-b21d-f5a13b8884b9,Trends Guide or Playbook Creation Inquiry,"Inquiry about the creation of a guide or playbook reader for Trends, which was possibly created a few years ago but not used.",Trends;guide;playbook;creation;inquiry,Manu,1,2025-12-11T21:49:24.935Z,2025-12-11T21:49:28.042Z
9db1a92c-4e49-42cb-8ab0-faae6ede9018,Job Board Pages Design Review,"Review and provide feedback on the design of job board pages including job board page, job single page, application form, job listing management panel, applications management panel, and add new job form.",job board;design review;Figma;feedback,Parnia;abdurrahman;Manu,4,2025-12-11T20:49:30.133Z,2025-12-11T20:51:54.274Z
9e0b5325-93f8-4b06-aa70-2832b2d2a5b5,The Crew's Insights - Duplicate Images as Links Issue,"Investigation into the issue of duplicate images within 'The Crew's Insights' category, where images are also serving as links. This includes reviewing specific instances and deciding on the removal of these links.",The Crew's Insights;duplicate images;links;content review,Parnia,1,2025-12-11T21:37:09.356Z,2025-12-11T21:37:10.717Z
a01895a4-833b-4e43-8649-cdbdde11a928,Branding Plan and Visual Identity Alignment,"Discussion and planning for aligning the branding plan across four identities, including deliverables such as updated logos and a new visual identity. Estimated time allocation and sprint planning included.",branding plan;visual identity;logo update;sprint planning;deliverables,Julien Tricheux;Manu,3,2025-12-11T21:57:34.847Z,2025-12-11T21:58:24.259Z
a2c63a1d-ccc1-4a80-8fa0-eacbe5819084,SM Custom Blocks - Video Overview,"Introduction and overview of the new SM custom blocks including SM Video, SM Gallery, SM Key Points, and SM Unfold Content, as demonstrated in the provided video.",SM custom blocks;SM Video;SM Gallery;SM Key Points;SM Unfold Content,Parnia,1,2025-12-11T20:25:45.108Z,2025-12-11T20:25:45.864Z
a34f0df2-ffa7-4a00-a906-78692e8769ca,Q3 Tasks - SM Pro Exit-Intent Pop-Ups Implementation,"Implementation and review of the SM Pro Exit-Intent Pop-Ups feature as part of Q3 tasks, including staging updates and approval process.",Q3 tasks;SM Pro;exit-intent pop-ups;Poolside Chat;logo update;branding,Manu;Parnia,2,2025-12-11T20:58:50.257Z,2025-12-11T20:59:15.222Z
a5f28bd6-554d-4477-b227-af40add81885,SM Curated Deals Block - Scrollable Arrows Addition,"Discussion on adding arrows to the 'Learn marketing from practitioners' section to indicate scrollability, specifically for the SM Curated Deals block.",SM Curated Deals;scrollable;arrows;Learn marketing from practitioners,Manu,1,2025-12-11T20:53:15.692Z,2025-12-11T20:53:16.971Z
a68abd03-298d-466c-9e3f-4485ff3633b0,SM Pro - Reports Section in Learning Hub,"Discussion on creating a separate section for SM Pro Reports in the Learning Hub, including decisions on content placement and visibility adjustments.",SM Pro;Pro Reports;section addition;predefined section,Manu;Abdurrahman,3,2025-12-11T20:03:02.502Z,2025-12-11T21:32:54.815Z
a69528f0-6cd2-4d45-8af1-bf8045ccde50,AutoPub Newsletter Template Width Issue in Apple Mail,"Investigate and resolve the issue where the blue boxes in the AutoPub newsletter template are a different width than the white ones, causing display issues in Apple Mail on both mobile and desktop. This does not occur when viewed in a browser. A width reset may be needed.",AutoPub;newsletter;template;width;Apple Mail;display issue,Manu,2,2025-12-11T20:01:32.671Z,2025-12-11T20:01:55.322Z
a6a26e8e-11b6-4be3-9d13-b751e2d958de,Slack User Reactivation Request,Requests to reactivate Slack access for users removed due to inactivity.,Slack;user reactivation;access removal;inactivity,Manu,1,2025-12-11T19:56:53.085Z,2025-12-11T19:56:54.488Z
aa920f50-d51c-4288-864c-3ffa51c3fb11,SM Pro - MemberPress Change Plan Options,"Discussion on configuring and offering change plan options directly via MemberPress for users in the SM Pro subscription section, including adjustments and visibility of available plans.",SM Pro;Change Plan;Subscriptions;User Types;Dropdown Options,Abdurrahman;Manu,3,2025-12-11T21:20:40.378Z,2025-12-11T21:21:19.452Z
af000651-7ccf-4356-9992-1fbb5cbab17e,Rate Limiting Rules Change and Spam Incident,"Investigation into the change of rate limiting rules from 'Active (block)' to 'Active (log)', resulting in a spam incident. Discussion includes potential causes, impacts, and corrective measures.",anti-spam;Cloudflare;Turnstile;Rate-Limiting;email blocklist;Managed Challenge,Parnia;Asghar;Manu,5,2025-12-11T19:54:49.869Z,2025-12-11T21:00:57.615Z
b0da608b-fce7-411f-97bf-dfa05ea594ef,General Availability Update,General status update indicating user availability without specific task or issue.,availability;status update;general,Manu,1,2025-12-11T21:38:57.732Z,2025-12-11T21:39:02.587Z
b1072f81-7c5c-4c1a-84ca-b28fc9686dab,Address Autofill for Checkout - Google Maps API Integration,Requirements and setup for integrating Google Maps API with Places API for address autofill functionality in the checkout process.,Google Maps API;Places API;address autofill;checkout;integration,Abdurrahman;Manu,2,2025-12-11T20:25:32.191Z,2025-12-11T22:11:18.517Z
b1842cc9-5744-43bc-8c9e-6d5d44e0080c,Server File Upload Error - Video Course Launch,Investigate the issue with video uploads for course launches where files under the size limit are still being rejected. Check server settings and storage space for potential misconfigurations.,video upload;server error;file size limit;course launch;storage space,Manu,1,2025-12-11T21:38:11.862Z,2025-12-11T21:38:12.667Z
b227fef9-68bb-418f-943d-3dbe1b331007,Out-of-Office Notification - Parnia,"Parnia will be out of the office until September 21st and will return on September 22nd. For assistance during this period, contact the designated team member.",out-of-office;availability;team coordination,Parnia,2,2025-12-11T20:59:37.505Z,2025-12-11T21:37:18.214Z
b4edd0b4-62d7-4ebe-b763-d48bde2c7e40,Notification Forwarding Check,Discussion or confirmation regarding the forwarding of a notification to ensure it is as expected.,notification;forwarding;check;confirmation,Manu,1,2025-12-11T21:22:25.139Z,2025-12-11T21:22:26.049Z
b890fe28-a874-43e0-b32d-034fb8fec1cc,SM Pro - Team Account Sub-Account Management Link Redirect Issue,Investigate and resolve the issue where the link for sub-account management in SM Pro team accounts redirects to job listings instead of the intended management page.,SM Pro;team account;sub-account management;link redirect;job listings,Manu,1,2025-12-11T20:53:40.04Z,2025-12-11T20:53:41.152Z
b906fd95-9bd9-4ed9-8f58-7cee032e520e,Typo Correction - Forum to Fourm,Fixing a typo in the text where 'Forum' is incorrectly spelled as 'Fourm'.,typo;correction;Forum;Fourm,Manu,1,2025-12-11T20:52:48.401Z,2025-12-11T20:52:50.157Z
ba4a83d3-5c29-4e5e-81a0-9ba6c8ffeade,Q4 Roadmap - SM Pro Affiliate Program Implementation,Discussion and planning for the implementation of the SM Pro Affiliate Program using Easy Affiliate and MemberPress. Includes tasks such as removing unused plugins and designing pages for the program.,Q4 roadmap;SM Pro;Affiliate Program;Easy Affiliate;MemberPress,Manu,1,2025-12-11T21:00:29.674Z,2025-12-11T21:00:30.768Z
baa63fc4-07d3-4bd2-9855-36886a90ffd8,Stacked Marketer - Brand Assets and Logo Variants,"Discussion and coordination on obtaining and utilizing brand assets and logo variants for Stacked Marketer, including formats like .ai, .psd, and PNG for various uses.",Stacked Marketer;brand assets;logo variants;branding;design,Manu;Parnia;Julien Tricheux,11,2025-12-11T21:01:53.976Z,2025-12-11T22:15:24.336Z
baef404e-190e-46d0-b61e-55846affe2d5,SM Pro - Subscription Persona Differentiation Feature,"Implementation of differentiated content access based on subscription status: paying customers, expired customers, and non-users. Includes development time estimate and expected behavior confirmation.",subscription;persona;differentiation;paywall;content access,Abdurrahman,2,2025-12-11T21:16:13.063Z,2025-12-11T21:21:38.737Z
bd334814-0b41-43fd-ae68-bc2b7a27bcc9,October Retainer Usage and Task Summary,"Summary of hours used from the October retainer, tasks completed, and hours pushed to upcoming months. Includes details on various tasks such as AutoPub updates, design projects, and critical bug fixes.",October retainer;task summary;AutoPub;design projects;bug fixes,Parnia,1,2025-12-11T22:03:09.739Z,2025-12-11T22:03:10.658Z
bd8a8345-51ee-4f56-a38b-37555525cb11,Paywall Strategy for Single Course Pages,"Discussion on the approach and design for implementing a paywall on single course pages, similar to the Pro Report style.",paywall;single course;Pro Report;design;strategy,Abdurrahman,1,2025-12-11T21:32:44.748Z,2025-12-11T21:32:46.088Z
be9da508-ff12-4ed6-8474-9af0a1e85a88,Slack Message Retention Policy Notification,Notification about the deletion of older messages and files due to organizational retention policies in Slack.,Slack;message retention;deletion;retention policy,Slackbot,1,2025-12-11T21:54:45.496Z,2025-12-11T21:54:46.597Z
bebe3cdb-1e19-4ff7-8f4b-f0e763af303d,Task and Feature Prioritization and Management,"Discussion on the prioritization and management of tasks and features, including the addition of new tasks and their prioritization relative to existing tasks, while considering the monthly hour limits.",June tasks;backlog;prioritization;task management,Manu;Parnia;Masoud Tahsiri,15,2025-12-11T20:28:10.659Z,2025-12-11T22:14:15.826Z
bf356b22-21ad-4f80-97cb-896520b25660,H2 Problem Resolution and Template Update,Resolution of the H2 problem which also addressed the outdated template issue. The development team is updating the template to the latest version.,H2 problem;template update;development team;resolution,Masoud Tahsiri;Manu,8,2025-12-11T22:01:02.932Z,2025-12-11T22:13:48.102Z
c0f3674c-663b-4ca7-8fe3-ecc29ce18a77,SM Pro - Learning Hub Navigation Forum Link Removal,Discussion on removing the forum link from the Learning Hub navigation in SM Pro and whether it is hard-coded or editable.,SM Pro;Learning Hub;forum link;navigation;hard-coded,Manu,1,2025-12-11T19:55:06.137Z,2025-12-11T19:55:09.336Z
c4ecc3c1-8d01-48ba-bae6-ed039c57d82d,E-commerce Pro Report Collaboration with Baymard Institute,Discussion on incorporating Baymard Institute's e-commerce UX research into the Stacked Marketer Pro Report on e-commerce acquisition funnels.,e-commerce;Pro Report;Baymard Institute;UX;collaboration,Abdurrahman,1,2025-12-11T22:11:40.909Z,2025-12-11T22:11:41.769Z
c56cca4c-ace0-4e8c-af70-651719451ca2,Data Stories - Multi-Network Loading Delay Issue,Investigating loading delays for Data Stories across various devices and wifi networks.,Data Stories;loading delay;performance issue;Pro Reports,Manu;Thomas,3,2025-12-11T20:42:21.271Z,2025-12-11T20:42:37.094Z
c7079dc1-6d6c-447a-ad93-e58d9284f973,Team Availability - Manu's Absence Notification,"Notification about Manu's absence from Wednesday until Monday, 29th July, and instructions for emergencies.",availability;absence;emergency contact,Manu,1,2025-12-11T20:33:58.047Z,2025-12-11T20:33:59.332Z
c739b32e-db7e-4228-a1b6-f867fb917c42,MemberPress - General Inquiry or Response,"General inquiries or responses related to MemberPress, including follow-ups, clarifications, or updates that do not fit into existing specific issues.",MemberPress;inquiry;response;follow-up;clarification,Manu,1,2025-12-11T21:56:46.775Z,2025-12-11T21:56:47.522Z
c7a31df0-e3ec-46b9-84f2-5fd0404e3097,Nelio AB Testing Installation on Production Server,"Backup and installation process for Nelio AB Testing on the production server, ensuring readiness and stability.",Nelio AB Testing;installation;production server;backup,Asghar,1,2025-12-11T20:05:18.935Z,2025-12-11T20:05:19.769Z
c8de3694-4f80-4858-aa37-f2cd6a9936fa,AutoPub - Document Link Request for Automation Tab Issue,"Request for document link where the AutoPub Automation Tab Visibility Issue occurred, to aid in investigation.",AutoPub;font size;script;update;text rendering,Manu;Parnia,9,2025-12-11T20:26:17.434Z,2025-12-11T21:58:43.043Z
ca1a683e-858c-480f-afd5-e1e4b8049a93,Tactics and PoM Landing Page Design Alignment,"Discussion on aligning the design of Tactics and PoM landing pages with the SM landing page, ensuring consistent branding and user experience across subbrands, similar to Morning Brew's approach.",Tactics;PoM;landing page;design;branding;alignment;Morning Brew,Julien Tricheux,1,2025-12-11T21:58:15.811Z,2025-12-11T21:58:16.949Z
cae9f3f7-71ff-4b01-88f7-64ae962b7274,Channel Membership Updates,Notifications about users joining or leaving the channel.,join;leave;channel;membership;user,Julien Tricheux,1,2025-12-11T21:45:34.124Z,2025-12-11T21:45:35.112Z
cb1a5104-a929-4bb7-9b74-9cebf8f17d5a,SM Pro - Social and Email Share Button URL Issue,Adjust the URL generated by social and email share buttons to reflect the current page instead of the general website for both Pro and Free versions.,SM Pro;share buttons;URL issue;social media;email,Manu,1,2025-12-11T20:05:42.771Z,2025-12-11T20:05:43.924Z
cb42b009-ccf5-4e33-a191-4ee9092a7fff,AutoPub - Updates and Debugging Post-Rollout,"Discussion and updates regarding AutoPub post-rollout activities, including debugging and ensuring clarity for future use and reference.",AutoPub;update;templates;featured image;default thumbnail,Parnia;Manu,6,2025-12-11T21:32:28.837Z,2025-12-11T22:10:34.507Z
